score_IT,score_CS,score_CE,score_MMA,total_correct,accuracy_score,average_speed,interest_score,performance_group,performance_encoded,Track,track_encoded
2,3,3,0,8,0.4,0.5956138735064247,0.4017544505974301,Average,0,Computer Engineering,0
0,2,1,4,7,0.35,0.5937561294795786,0.3724975482081686,Low,2,Multimedia Arts,3
4,0,2,0,6,0.3,0.8676283089303658,0.23294867642785366,Low,2,Information Technology,2
1,3,3,4,11,0.55,0.5797100505301229,0.49811597978795086,Average,0,Multimedia Arts,3
3,3,3,3,12,0.6,0.6610512287511138,0.49557950849955446,Average,0,Information Technology,2
5,2,2,0,9,0.45,0.6986719274264666,0.3905312290294134,Average,0,Information Technology,2
3,4,0,1,8,0.4,0.773910717770731,0.3304357128917076,Average,0,Computer Science,1
0,1,3,3,7,0.35,0.8087129103606272,0.2865148358557491,Low,2,Computer Engineering,0
2,3,1,2,8,0.4,0.785528719388676,0.3257885122445296,Average,0,Computer Science,1
3,1,3,1,8,0.4,0.4933641589280336,0.4426543364287866,Average,0,Information Technology,2
3,2,1,3,9,0.45,0.43303968188587316,0.4967841272456508,Average,0,Multimedia Arts,3
0,0,5,3,8,0.4,0.9721575172600705,0.2511369930959718,Average,0,Computer Engineering,0
0,0,2,5,7,0.35,0.7697769040142021,0.30208923839431917,Low,2,Multimedia Arts,3
3,0,3,4,10,0.5,0.8210128767733456,0.3715948492906618,Average,0,Multimedia Arts,3
5,3,3,2,13,0.65,0.7624289433736084,0.4850284226505566,Average,0,Information Technology,2
0,4,1,1,6,0.3,0.9289931235681823,0.20840275057272706,Low,2,Computer Science,1
4,3,0,1,8,0.4,0.614776161120989,0.3940895355516044,Average,0,Information Technology,2
2,0,4,3,9,0.45,0.6245796423283789,0.42016814306864847,Average,0,Computer Engineering,0
2,3,5,1,11,0.55,0.9833161412516194,0.33667354349935225,Average,0,Computer Engineering,0
1,2,2,3,8,0.4,0.8284279188286596,0.3086288324685361,Average,0,Multimedia Arts,3
0,2,0,5,7,0.35,0.9616021509681605,0.2253591396127358,Low,2,Multimedia Arts,3
2,1,1,5,9,0.45,0.5877643904813619,0.4348942438074553,Average,0,Multimedia Arts,3
2,1,3,3,9,0.45,0.7796534044874249,0.35813863820503006,Average,0,Computer Engineering,0
3,0,2,3,8,0.4,0.8886132574581884,0.28455469701672464,Average,0,Multimedia Arts,3
0,1,4,0,5,0.25,0.943621546781368,0.1725513812874528,Low,2,Computer Engineering,0
2,0,3,3,8,0.4,0.4496259635674698,0.46014961457301207,Average,0,Multimedia Arts,3
0,4,3,3,10,0.5,0.9782725032499784,0.30869099870000866,Average,0,Computer Science,1
5,3,3,2,13,0.65,0.9593771798606927,0.40624912805572294,Average,0,Information Technology,2
5,1,3,3,12,0.6,0.48207874970983,0.567168500116068,Average,0,Information Technology,2
3,1,0,0,4,0.2,0.38195804746238,0.36721678101504795,Low,2,Information Technology,2
3,3,1,4,11,0.55,0.30545325148354524,0.607818699406582,Average,0,Multimedia Arts,3
3,0,0,1,4,0.2,0.445931300185867,0.34162747992565323,Low,2,Information Technology,2
3,3,4,3,13,0.65,0.33616651179063767,0.655533395283745,Average,0,Computer Engineering,0
0,3,3,0,6,0.3,0.8591423961885432,0.23634304152458274,Low,2,Computer Engineering,0
2,2,2,5,11,0.55,0.6954811818897658,0.4518075272440937,Average,0,Multimedia Arts,3
0,4,2,0,6,0.3,0.3967123861918763,0.4213150455232495,Low,2,Computer Science,1
3,1,1,2,7,0.35,0.423638373117035,0.440544650753186,Low,2,Information Technology,2
5,0,1,0,6,0.3,0.966174012867169,0.1935303948531324,Low,2,Information Technology,2
3,3,3,3,12,0.6,0.6471256585386488,0.5011497365845405,Average,0,Information Technology,2
1,0,3,5,9,0.45,0.36338109256970025,0.5246475629721199,Average,0,Multimedia Arts,3
4,0,2,2,8,0.4,0.6229176231174771,0.39083295075300917,Average,0,Information Technology,2
1,1,3,3,8,0.4,0.9455795741572328,0.26176817033710686,Average,0,Multimedia Arts,3
4,2,2,3,11,0.55,0.6775401733622608,0.4589839306550957,Average,0,Information Technology,2
3,3,1,1,8,0.4,0.7070564190839781,0.35717743236640875,Average,0,Computer Science,1
4,3,1,2,10,0.5,0.7453173275600321,0.4018730689759872,Average,0,Information Technology,2
0,3,3,2,8,0.4,0.36932108014495935,0.49227156794201626,Average,0,Computer Engineering,0
5,0,0,1,6,0.3,0.7235510038328925,0.290579598466843,Low,2,Information Technology,2
0,4,3,0,7,0.35,0.3821885618686451,0.4571245752525419,Low,2,Computer Science,1
0,3,3,1,7,0.35,0.4712703754901001,0.42149184980395993,Low,2,Computer Science,1
1,0,5,2,8,0.4,0.8157774520170888,0.31368901919316444,Average,0,Computer Engineering,0
0,2,4,1,7,0.35,0.42340761400670096,0.44063695439731965,Low,2,Computer Engineering,0
1,1,5,2,9,0.45,0.5816491341137981,0.43734034635448077,Average,0,Computer Engineering,0
3,2,0,0,5,0.25,0.7055227494211117,0.26779090023155533,Low,2,Information Technology,2
3,4,3,3,13,0.65,0.3878069115919469,0.6348772353632213,Average,0,Computer Science,1
5,2,2,1,10,0.5,0.331083340942027,0.5675666636231892,Average,0,Information Technology,2
5,3,0,3,11,0.55,0.9225746380618414,0.36097014477526346,Average,0,Information Technology,2
4,0,3,0,7,0.35,0.8231201890508599,0.280751924379656,Low,2,Information Technology,2
2,4,1,1,8,0.4,0.9424949414689816,0.26300202341240736,Average,0,Computer Science,1
1,0,5,1,7,0.35,0.4613857080859569,0.42544571676561727,Low,2,Computer Engineering,0
1,1,2,3,7,0.35,0.7953162363528217,0.29187350545887136,Low,2,Multimedia Arts,3
3,3,4,2,12,0.6,0.8966388699185543,0.40134445203257824,Average,0,Computer Engineering,0
2,0,5,3,10,0.5,0.32859138405868615,0.5685634463765256,Average,0,Computer Engineering,0
4,0,3,1,8,0.4,0.7817862632535854,0.3272854946985658,Average,0,Information Technology,2
3,1,2,3,9,0.45,0.8983995587108926,0.31064017651564296,Average,0,Multimedia Arts,3
5,0,2,1,8,0.4,0.7280590906047013,0.3487763637581195,Average,0,Information Technology,2
2,3,1,0,6,0.3,0.8321815192757718,0.24712739228969127,Low,2,Computer Science,1
0,3,5,3,11,0.55,0.7922877918574749,0.4130848832570101,Average,0,Computer Engineering,0
0,0,1,4,5,0.25,0.3798465290853288,0.39806138836586846,Low,2,Multimedia Arts,3
1,1,0,4,6,0.3,0.8244948513416495,0.25020205946334023,Low,2,Multimedia Arts,3
3,2,2,1,8,0.4,0.3251905037647501,0.5099237984941,Average,0,Information Technology,2
1,1,5,2,9,0.45,0.6681595163951398,0.4027361934419441,Average,0,Computer Engineering,0
5,0,2,0,7,0.35,0.7468411954164891,0.31126352183340433,Low,2,Information Technology,2
3,3,3,1,10,0.5,0.4264777586019263,0.5294088965592294,Average,0,Information Technology,2
2,2,1,3,8,0.4,0.8511445395980459,0.2995421841607816,Average,0,Multimedia Arts,3
2,5,0,0,7,0.35,0.518332215702043,0.4026671137191828,Low,2,Computer Science,1
1,2,3,0,6,0.3,0.5040045875891698,0.3783981649643321,Low,2,Computer Engineering,0
5,3,3,1,12,0.6,0.3647956881825405,0.6140817247269839,Average,0,Information Technology,2
0,0,5,0,5,0.25,0.6698037468149836,0.2820785012740066,Low,2,Computer Engineering,0
2,2,2,3,9,0.45,0.4792296161097413,0.47830815355610345,Average,0,Multimedia Arts,3
1,1,2,3,7,0.35,0.8901489065935151,0.253940437362594,Low,2,Multimedia Arts,3
1,3,0,5,9,0.45,0.9996961826219315,0.27012152695122743,Average,0,Multimedia Arts,3
1,0,3,3,7,0.35,0.45939283508839973,0.4262428659646401,Low,2,Multimedia Arts,3
2,2,3,0,7,0.35,0.6447185869504345,0.3521125652198262,Low,2,Computer Engineering,0
1,1,3,5,10,0.5,0.9031108420148519,0.33875566319405925,Average,0,Multimedia Arts,3
3,3,1,3,10,0.5,0.4662835193360965,0.5134865922655614,Average,0,Information Technology,2
1,0,0,3,4,0.2,0.9418817757166846,0.14324728971332615,Low,2,Multimedia Arts,3
3,3,3,0,9,0.45,0.6662032449328672,0.40351870202685314,Average,0,Computer Engineering,0
0,2,1,4,7,0.35,0.908328456457068,0.24666861741717283,Low,2,Multimedia Arts,3
3,4,0,3,10,0.5,0.33151480449466436,0.5673940782021343,Average,0,Computer Science,1
0,1,3,2,6,0.3,0.9489085052940858,0.20043659788236567,Low,2,Computer Engineering,0
1,5,2,0,8,0.4,0.5357129278036257,0.4257148288785497,Average,0,Computer Science,1
0,3,3,5,11,0.55,0.390043838779834,0.5739824644880664,Average,0,Multimedia Arts,3
3,1,5,3,12,0.6,0.3194963106682876,0.632201475732685,Average,0,Computer Engineering,0
2,0,4,0,6,0.3,0.4257598165192067,0.40969607339231734,Low,2,Computer Engineering,0
3,0,1,2,6,0.3,0.5318529625963594,0.36725881496145624,Low,2,Information Technology,2
2,1,2,3,8,0.4,0.8215930343229798,0.31136278627080805,Average,0,Multimedia Arts,3
5,0,0,3,8,0.4,0.6985722077310155,0.3605711169075938,Average,0,Information Technology,2
1,2,4,3,10,0.5,0.8601922223260621,0.3559231110695752,Average,0,Computer Engineering,0
4,0,0,0,4,0.2,0.33507523122954846,0.38596990750818067,Low,2,Information Technology,2
3,1,3,0,7,0.35,0.30036553069117944,0.4898537877235283,Low,2,Information Technology,2
3,1,3,3,10,0.5,0.9539089207968927,0.3184364316812429,Average,0,Information Technology,2
1,3,1,3,8,0.4,0.7704001829735125,0.331839926810595,Average,0,Multimedia Arts,3
0,1,1,4,6,0.3,0.6452352585981957,0.32190589656072166,Low,2,Multimedia Arts,3
3,1,1,1,6,0.3,0.5487457288368198,0.3605017084652721,Low,2,Information Technology,2
2,1,3,0,6,0.3,0.710581631467653,0.2957673474129388,Low,2,Computer Engineering,0
0,3,0,4,7,0.35,0.6748007061146695,0.34007971755413224,Low,2,Multimedia Arts,3
0,2,3,5,10,0.5,0.46800491746532413,0.5127980330138704,Average,0,Multimedia Arts,3
1,1,2,4,8,0.4,0.957182025244034,0.2571271899023864,Average,0,Multimedia Arts,3
1,2,0,5,8,0.4,0.4858795257018675,0.445648189719253,Average,0,Multimedia Arts,3
5,2,2,0,9,0.45,0.6546069337783914,0.4081572264886435,Average,0,Information Technology,2
3,3,3,0,9,0.45,0.7535150633434108,0.3685939746626357,Average,0,Information Technology,2
0,0,5,2,7,0.35,0.7541323849126529,0.30834704603493884,Low,2,Computer Engineering,0
0,2,3,3,8,0.4,0.3767510098929743,0.48929959604281026,Average,0,Computer Engineering,0
4,2,3,2,11,0.55,0.8127038201096979,0.40491847195612085,Average,0,Information Technology,2
3,3,3,0,9,0.45,0.9628858109452794,0.2848456756218883,Average,0,Computer Science,1
0,5,0,0,5,0.25,0.8063283664356617,0.2274686534257353,Low,2,Computer Science,1
5,1,1,1,8,0.4,0.5675550296312506,0.41297798814749975,Average,0,Information Technology,2
5,0,1,3,9,0.45,0.5089311922189741,0.4664275231124104,Average,0,Information Technology,2
0,3,1,3,7,0.35,0.36204525762072753,0.465181896951709,Low,2,Multimedia Arts,3
3,3,1,0,7,0.35,0.7861439440478242,0.29554242238087036,Low,2,Computer Science,1
2,1,5,1,9,0.45,0.30546513536432573,0.5478139458542697,Average,0,Computer Engineering,0
3,2,4,0,9,0.45,0.8995009172824959,0.31019963308700166,Average,0,Computer Engineering,0
1,5,3,0,9,0.45,0.844259532451757,0.3322961870192972,Average,0,Computer Science,1
0,3,0,3,6,0.3,0.6626156948572355,0.3149537220571058,Low,2,Computer Science,1
0,4,2,1,7,0.35,0.5124710662256642,0.4050115735097343,Low,2,Computer Science,1
1,3,0,3,7,0.35,0.8666409738466281,0.26334361046134874,Low,2,Computer Science,1
5,3,2,2,12,0.6,0.5179849312296774,0.552806027508129,Average,0,Information Technology,2
0,4,0,1,5,0.25,0.5377171785877952,0.3349131285648819,Low,2,Computer Science,1
1,5,1,2,9,0.45,0.5413023436375497,0.45347906254498016,Average,0,Computer Science,1
3,5,3,3,14,0.7,0.8303000584636624,0.487879976614535,High,1,Computer Science,1
3,1,0,5,9,0.45,0.6016740689744017,0.42933037241023936,Average,0,Multimedia Arts,3
1,5,3,1,10,0.5,0.4913803937763621,0.5034478424894552,Average,0,Computer Science,1
5,3,0,1,9,0.45,0.631354906251498,0.4174580374994008,Average,0,Information Technology,2
5,3,0,1,9,0.45,0.3394189829726968,0.5342324068109213,Average,0,Information Technology,2
2,5,2,2,11,0.55,0.8736432896767812,0.38054268412928755,Average,0,Computer Science,1
0,4,2,0,6,0.3,0.7334812916249706,0.2866074833500118,Low,2,Computer Science,1
0,3,3,1,7,0.35,0.35533842615372585,0.4678646295385097,Low,2,Computer Science,1
2,4,2,0,8,0.4,0.9695161111019894,0.2521935555592042,Average,0,Computer Science,1
3,4,0,2,9,0.45,0.33761626555453766,0.534953493778185,Average,0,Computer Science,1
3,3,3,2,11,0.55,0.7587074015509623,0.4265170393796151,Average,0,Computer Engineering,0
3,2,3,0,8,0.4,0.6860615421439233,0.36557538314243065,Average,0,Computer Engineering,0
0,3,0,1,4,0.2,0.7362455005784192,0.22550179976863233,Low,2,Computer Science,1
2,1,1,5,9,0.45,0.4500689950027993,0.4899724019988803,Average,0,Multimedia Arts,3
3,1,1,3,8,0.4,0.9522837679687262,0.2590864928125095,Average,0,Information Technology,2
5,1,1,1,8,0.4,0.9911696154039995,0.24353215383840018,Average,0,Information Technology,2
1,3,3,2,9,0.45,0.45370134861666056,0.48851946055333584,Average,0,Computer Science,1
0,5,2,3,10,0.5,0.9224507103151838,0.3310197158739265,Average,0,Computer Science,1
2,2,5,3,12,0.6,0.5174225892592291,0.5530309642963084,Average,0,Computer Engineering,0
2,1,4,2,9,0.45,0.718170862526792,0.38273165498928324,Average,0,Computer Engineering,0
4,2,1,3,10,0.5,0.9721884644141119,0.3111246142343552,Average,0,Information Technology,2
4,0,0,3,7,0.35,0.5670568276835681,0.3831772689265728,Low,2,Information Technology,2
2,3,5,3,13,0.65,0.5807561086227605,0.5576975565508958,Average,0,Computer Engineering,0
2,2,2,5,11,0.55,0.9849518250707283,0.33601926997170867,Average,0,Multimedia Arts,3
3,3,3,1,10,0.5,0.6612118273662406,0.43551526905350374,Average,0,Information Technology,2
2,3,2,4,11,0.55,0.35457876855315323,0.5881684925787387,Average,0,Multimedia Arts,3
5,3,1,0,9,0.45,0.7554703607658901,0.36781185569364394,Average,0,Information Technology,2
4,3,0,0,7,0.35,0.951145892170137,0.2295416431319452,Low,2,Information Technology,2
2,1,3,3,9,0.45,0.6829896478884354,0.3968041408446259,Average,0,Computer Engineering,0
5,0,0,2,7,0.35,0.33287444923745224,0.4768502203050191,Low,2,Information Technology,2
1,3,1,0,5,0.25,0.49136954945590094,0.35345218021763963,Low,2,Computer Science,1
5,0,0,3,8,0.4,0.6072977083348747,0.3970809166660501,Average,0,Information Technology,2
1,4,3,0,8,0.4,0.5061561322918424,0.43753754708326303,Average,0,Computer Science,1
2,5,2,0,9,0.45,0.9878828371577335,0.2748468651369066,Average,0,Computer Science,1
4,3,2,0,9,0.45,0.7903535412803552,0.3538585834878579,Average,0,Information Technology,2
2,5,1,1,9,0.45,0.5849151437240495,0.4360339425103802,Average,0,Computer Science,1
3,2,5,3,13,0.65,0.5131060633883944,0.5847575746446423,Average,0,Computer Engineering,0
1,0,3,4,8,0.4,0.6895397881026377,0.3641840847589449,Average,0,Multimedia Arts,3
3,0,0,2,5,0.25,0.9656630596503137,0.1637347761398745,Low,2,Information Technology,2
5,2,0,2,9,0.45,0.5273236785962478,0.4590705285615009,Average,0,Information Technology,2
1,2,2,4,9,0.45,0.9429439899089813,0.29282240403640747,Average,0,Multimedia Arts,3
0,4,1,1,6,0.3,0.9603009876059485,0.19587960495762058,Low,2,Computer Science,1
3,2,0,2,7,0.35,0.7055098338974671,0.3277960664410131,Low,2,Information Technology,2
1,5,3,3,12,0.6,0.73783559673507,0.46486576130597196,Average,0,Computer Science,1
3,1,3,0,7,0.35,0.401886606957991,0.4492453572168036,Low,2,Information Technology,2
5,0,1,1,7,0.35,0.6991509275932928,0.3303396289626829,Low,2,Information Technology,2
3,2,3,5,13,0.65,0.5987485835702415,0.5505005665719034,Average,0,Multimedia Arts,3
2,2,5,0,9,0.45,0.6374115019580904,0.4150353992167639,Average,0,Computer Engineering,0
3,5,0,0,8,0.4,0.9234512942283359,0.2706194823086656,Average,0,Computer Science,1
5,1,3,3,12,0.6,0.9033127080855121,0.39867491676579514,Average,0,Information Technology,2
5,3,2,1,11,0.55,0.5547920942719333,0.5080831622912267,Average,0,Information Technology,2
3,3,0,3,9,0.45,0.7251978531404016,0.37992085874383935,Average,0,Computer Science,1
0,2,2,4,8,0.4,0.8871349189235367,0.28514603243058534,Average,0,Multimedia Arts,3
5,1,2,2,10,0.5,0.34722285469508196,0.5611108581219673,Average,0,Information Technology,2
0,4,0,3,7,0.35,0.9326806423456973,0.2369277430617211,Low,2,Computer Science,1
0,5,3,1,9,0.45,0.9790834444412713,0.2783666222234915,Average,0,Computer Science,1
1,3,5,0,9,0.45,0.7158716166278882,0.3836513533488447,Average,0,Computer Engineering,0
1,2,4,2,9,0.45,0.35121374370046826,0.5295145025198127,Average,0,Computer Engineering,0
1,0,4,2,7,0.35,0.3337294895863192,0.47650820416547235,Low,2,Computer Engineering,0
2,3,4,2,11,0.55,0.7472551495049401,0.431097940198024,Average,0,Computer Engineering,0
1,4,1,0,6,0.3,0.5972913670606169,0.3410834531757532,Low,2,Computer Science,1
0,3,2,2,7,0.35,0.568065841704781,0.3827736633180876,Low,2,Computer Science,1
3,5,2,2,12,0.6,0.590118069768216,0.5239527720927136,Average,0,Computer Science,1
2,1,3,3,9,0.45,0.6043236484238892,0.42827054063044434,Average,0,Multimedia Arts,3
0,3,0,2,5,0.25,0.6870103935388154,0.2751958425844738,Low,2,Computer Science,1
2,0,5,0,7,0.35,0.5586033825662857,0.38655864697348574,Low,2,Computer Engineering,0
3,1,4,2,10,0.5,0.6698588642714192,0.43205645429143236,Average,0,Computer Engineering,0
5,0,0,3,8,0.4,0.7587284593182426,0.33650861627270295,Average,0,Information Technology,2
2,5,1,1,9,0.45,0.6854773139713493,0.3958090744114603,Average,0,Computer Science,1
2,4,0,3,9,0.45,0.3426909805386237,0.5329236077845505,Average,0,Computer Science,1
3,1,3,0,7,0.35,0.7236900756826133,0.3205239697269546,Low,2,Computer Engineering,0
4,0,0,1,5,0.25,0.6629685299675142,0.2848125880129943,Low,2,Information Technology,2
1,3,1,5,10,0.5,0.6785685298331269,0.42857258806674925,Average,0,Multimedia Arts,3
3,3,2,4,12,0.6,0.5096797722727058,0.5561280910909177,Average,0,Multimedia Arts,3
0,1,3,3,7,0.35,0.7730524575205364,0.30077901699178544,Low,2,Multimedia Arts,3
0,0,4,0,4,0.2,0.602292037465276,0.2790831850138896,Low,2,Computer Engineering,0
2,5,3,3,13,0.65,0.7417094769928687,0.4933162092028525,Average,0,Computer Science,1
5,1,0,0,6,0.3,0.6846134415372508,0.3061546233850997,Low,2,Information Technology,2
0,0,0,3,3,0.15,0.9056084427422062,0.1277566229031175,Low,2,Multimedia Arts,3
2,5,2,0,9,0.45,0.39766840010026044,0.5109326399598959,Average,0,Computer Science,1
3,2,3,2,10,0.5,0.6629645529974157,0.4348141788010337,Average,0,Information Technology,2
5,2,0,3,10,0.5,0.9486501681649508,0.32053993273401965,Average,0,Information Technology,2
2,4,2,2,10,0.5,0.7056345138154763,0.4177461944738095,Average,0,Computer Science,1
3,2,0,5,10,0.5,0.6268723383278727,0.4492510646688509,Average,0,Multimedia Arts,3
3,1,3,5,12,0.6,0.5700475677986391,0.5319809728805444,Average,0,Multimedia Arts,3
1,3,4,2,10,0.5,0.800175097356377,0.3799299610574492,Average,0,Computer Engineering,0
3,5,2,2,12,0.6,0.7410306192561442,0.4635877522975423,Average,0,Computer Science,1
2,5,2,2,11,0.55,0.7957743088388773,0.4116902764644491,Average,0,Computer Science,1
3,4,3,1,11,0.55,0.4666956213849168,0.5433217514460333,Average,0,Computer Science,1
0,3,0,5,8,0.4,0.7494508920416987,0.34021964318332054,Average,0,Multimedia Arts,3
3,3,1,3,10,0.5,0.6935633974592103,0.4225746410163159,Average,0,Computer Science,1
0,2,3,3,8,0.4,0.49166834841550333,0.44333266063379867,Average,0,Multimedia Arts,3
1,2,3,3,9,0.45,0.8736672750143848,0.3205330899942461,Average,0,Multimedia Arts,3
1,0,5,2,8,0.4,0.32890726290487243,0.508437094838051,Average,0,Computer Engineering,0
5,0,0,2,7,0.35,0.3216634327484988,0.48133462690060047,Low,2,Information Technology,2
2,3,3,2,10,0.5,0.513247478814252,0.4947010084742992,Average,0,Computer Engineering,0
5,1,0,3,9,0.45,0.7420771984855334,0.37316912060578666,Average,0,Information Technology,2
1,1,5,1,8,0.4,0.5103825271279503,0.4358469891488199,Average,0,Computer Engineering,0
0,2,3,1,6,0.3,0.6653653418828696,0.31385386324685216,Low,2,Computer Engineering,0
0,0,1,3,4,0.2,0.6510218092039859,0.2595912763184056,Low,2,Multimedia Arts,3
2,2,3,3,10,0.5,0.7406101171400615,0.4037559531439754,Average,0,Multimedia Arts,3
4,0,2,3,9,0.45,0.9257701027131242,0.2996919589147503,Average,0,Information Technology,2
3,1,3,2,9,0.45,0.8089505963040635,0.3464197614783746,Average,0,Information Technology,2
1,0,4,3,8,0.4,0.8375475713798226,0.30498097144807096,Average,0,Computer Engineering,0
3,2,0,0,5,0.25,0.7923444332817877,0.2330622266872849,Low,2,Information Technology,2
3,0,0,1,4,0.2,0.6832492946817582,0.24670028212729672,Low,2,Information Technology,2
3,4,0,3,10,0.5,0.5049146788448511,0.4980341284620596,Average,0,Computer Science,1
5,1,3,1,10,0.5,0.5375539449301888,0.48497842202792446,Average,0,Information Technology,2
3,0,3,4,10,0.5,0.6032527612993609,0.45869889548025566,Average,0,Multimedia Arts,3
0,4,2,3,9,0.45,0.40246961814271415,0.5090121527429143,Average,0,Computer Science,1
4,2,1,2,9,0.45,0.6666995520420168,0.4033201791831933,Average,0,Information Technology,2
3,1,3,0,7,0.35,0.8771942224285116,0.25912231102859534,Low,2,Information Technology,2
1,0,1,5,7,0.35,0.4562908342796165,0.4274836662881534,Low,2,Multimedia Arts,3
3,2,0,3,8,0.4,0.33539227866642213,0.5058430885334312,Average,0,Multimedia Arts,3
0,0,3,1,4,0.2,0.7797004983158204,0.2081198006736718,Low,2,Computer Engineering,0
3,1,3,2,9,0.45,0.7189937061087924,0.382402517556483,Average,0,Computer Engineering,0
0,3,0,2,5,0.25,0.3520208877214072,0.4091916449114371,Low,2,Computer Science,1
2,3,3,1,9,0.45,0.8426401291660781,0.3329439483335688,Average,0,Computer Engineering,0
1,3,2,5,11,0.55,0.39286442308033487,0.5728542307678661,Average,0,Multimedia Arts,3
1,1,4,0,6,0.3,0.9206558615127398,0.21173765539490408,Low,2,Computer Engineering,0
3,3,1,4,11,0.55,0.9503065502732766,0.3498773798906894,Average,0,Multimedia Arts,3
0,5,1,3,9,0.45,0.9149169338171836,0.3040332264731266,Average,0,Computer Science,1
5,2,1,2,10,0.5,0.5066717256553025,0.497331309737879,Average,0,Information Technology,2
3,3,2,4,12,0.6,0.8238470473018185,0.4304611810792726,Average,0,Multimedia Arts,3
4,0,3,0,7,0.35,0.3314377869425217,0.4774248852229913,Low,2,Information Technology,2
1,4,2,0,7,0.35,0.9886156281712617,0.21455374873149533,Low,2,Computer Science,1
0,0,4,1,5,0.25,0.5992894888797093,0.3102842044481163,Low,2,Computer Engineering,0
0,3,2,2,7,0.35,0.90140906646431,0.24943637341427602,Low,2,Computer Science,1
2,1,0,3,6,0.3,0.6100981804716789,0.33596072781132846,Low,2,Multimedia Arts,3
4,2,0,1,7,0.35,0.7050846649768024,0.327966134009279,Low,2,Information Technology,2
0,2,3,4,9,0.45,0.7426975845236776,0.37292096619052895,Average,0,Multimedia Arts,3
2,4,2,0,8,0.4,0.5934929715198259,0.40260281139206966,Average,0,Computer Science,1
2,3,5,1,11,0.55,0.49961318308236774,0.5301547267670529,Average,0,Computer Engineering,0
1,1,4,3,9,0.45,0.7542220774594128,0.3683111690162349,Average,0,Computer Engineering,0
0,0,5,1,6,0.3,0.33969432652489234,0.44412226939004307,Low,2,Computer Engineering,0
2,1,3,1,7,0.35,0.8565051897763216,0.26739792408947133,Low,2,Computer Engineering,0
4,2,3,3,12,0.6,0.4963861852468496,0.5614455259012602,Average,0,Information Technology,2
4,0,3,3,10,0.5,0.8475811847977466,0.3609675260809014,Average,0,Information Technology,2
1,1,2,4,8,0.4,0.33081636041428447,0.5076734558342862,Average,0,Multimedia Arts,3
3,3,1,0,7,0.35,0.7659296241394566,0.3036281503442173,Low,2,Information Technology,2
2,0,4,2,8,0.4,0.7235665508731638,0.3505733796507345,Average,0,Computer Engineering,0
3,3,3,2,11,0.55,0.3524303121925037,0.5890278751229986,Average,0,Computer Science,1
1,0,2,4,7,0.35,0.8846974967026597,0.2561210013189361,Low,2,Multimedia Arts,3
1,3,4,1,9,0.45,0.6556729984125523,0.40773080063497913,Average,0,Computer Engineering,0
1,1,5,3,10,0.5,0.6992970733243483,0.42028117067026066,Average,0,Computer Engineering,0
1,1,0,3,5,0.25,0.9961482370274257,0.1515407051890297,Low,2,Multimedia Arts,3
5,3,0,3,11,0.55,0.9346547703077908,0.3561380918768837,Average,0,Information Technology,2
4,1,2,1,8,0.4,0.7561208502083477,0.3375516599166609,Average,0,Information Technology,2
1,3,4,1,9,0.45,0.47313714211423663,0.4807451431543054,Average,0,Computer Engineering,0
3,0,4,1,8,0.4,0.6318680097034906,0.38725279611860375,Average,0,Computer Engineering,0
3,4,0,0,7,0.35,0.8643505491880374,0.26425978032478503,Low,2,Computer Science,1
0,0,0,4,4,0.2,0.6040060826940148,0.2783975669223941,Low,2,Multimedia Arts,3
0,4,1,3,8,0.4,0.35257403236102425,0.4989703870555903,Average,0,Computer Science,1
3,3,0,5,11,0.55,0.6611105342470609,0.46555578630117567,Average,0,Multimedia Arts,3
4,1,2,2,9,0.45,0.3026483093827464,0.5489406762469016,Average,0,Information Technology,2
0,3,1,5,9,0.45,0.8673420618328946,0.32306317526684214,Average,0,Multimedia Arts,3
1,3,1,4,9,0.45,0.5682667286898118,0.4426933085240753,Average,0,Multimedia Arts,3
3,2,0,2,7,0.35,0.3884243971456272,0.4546302411417491,Low,2,Information Technology,2
3,3,1,4,11,0.55,0.5315151270808848,0.5173939491676461,Average,0,Multimedia Arts,3
5,1,3,2,11,0.55,0.3714090727863324,0.5814363708854671,Average,0,Information Technology,2
3,1,2,2,8,0.4,0.33210624078653966,0.5071575036853841,Average,0,Information Technology,2
3,3,2,3,11,0.55,0.6864217314572241,0.45543130741711035,Average,0,Information Technology,2
3,0,0,3,6,0.3,0.44272427083316274,0.4029102916667349,Low,2,Multimedia Arts,3
0,2,4,1,7,0.35,0.7173583517560501,0.32305665929758,Low,2,Computer Engineering,0
2,3,0,4,9,0.45,0.3288840657340072,0.5384463737063971,Average,0,Multimedia Arts,3
1,4,1,2,8,0.4,0.884826754077096,0.2860692983691616,Average,0,Computer Science,1
1,1,0,5,7,0.35,0.9129784750255603,0.24480860998977588,Low,2,Multimedia Arts,3
2,1,3,3,9,0.45,0.4767542412544167,0.4792983034982333,Average,0,Computer Engineering,0
4,0,0,1,5,0.25,0.907214346721686,0.1871142613113256,Low,2,Information Technology,2
4,0,2,2,8,0.4,0.6467617988310865,0.3812952804675654,Average,0,Information Technology,2
1,3,0,2,6,0.3,0.3427859852752459,0.4428856058899016,Low,2,Computer Science,1
1,0,0,4,5,0.25,0.6227789489334246,0.3008884204266302,Low,2,Multimedia Arts,3
3,3,0,0,6,0.3,0.5513250141976559,0.3594699943209376,Low,2,Information Technology,2
